0.000000,0,0.000000,5.000000
0.000004,0,0.000004,4.994449
0.000008,0,0.000008,4.977810
0.000013,0,0.000013,4.950119
0.000017,0,0.000017,4.911436
0.000021,0,0.000021,4.861850
0.000025,0,0.000025,4.801468
0.000029,0,0.000029,4.730427
0.000033,0,0.000033,4.648882
0.000038,0,0.000038,4.557016
0.000042,0,0.000042,4.455033
0.000046,0,0.000046,4.343157
0.000050,0,0.000050,4.221640
0.000054,0,0.000054,4.090748
0.000058,0,0.000058,3.950775
0.000063,0,0.000063,3.802030
0.000067,0,0.000067,3.644843
0.000071,0,0.000071,3.479564
0.000075,0,0.000075,3.306559
0.000079,0,0.000079,3.126213
0.000083,0,0.000083,2.938926
0.000088,0,0.000088,2.745114
0.000092,0,0.000092,2.545207
0.000096,0,0.000096,2.339649
0.000100,0,0.000100,2.128896
0.000104,0,0.000104,1.913417
0.000108,0,0.000108,1.693689
0.000112,0,0.000112,1.470202
0.000117,0,0.000117,1.243449
0.000121,0,0.000121,1.013937
0.000125,0,0.000125,0.782172
0.000129,0,0.000129,0.548671
0.000133,0,0.000133,0.313952
0.000137,0,0.000137,0.078537
0.000142,0,0.000142,-0.157054
0.000146,0,0.000146,-0.392295
0.000150,0,0.000150,-0.626666
0.000154,0,0.000154,-0.859646
0.000158,0,0.000158,-1.090716
0.000163,0,0.000163,-1.319365
0.000167,0,0.000167,-1.545084
0.000171,0,0.000171,-1.767374
0.000175,0,0.000175,-1.985740
0.000179,0,0.000179,-2.199697
0.000183,0,0.000183,-2.408769
0.000188,0,0.000188,-2.612493
0.000192,0,0.000192,-2.810417
0.000196,0,0.000196,-3.002101
0.000200,0,0.000200,-3.187120
0.000204,0,0.000204,-3.365063
0.000208,0,0.000208,-3.535534
0.000213,0,0.000213,-3.698155
0.000217,0,0.000217,-3.852566
0.000221,0,0.000221,-3.998424
0.000225,0,0.000225,-4.135403
0.000229,0,0.000229,-4.263201
0.000233,0,0.000233,-4.381534
0.000238,0,0.000238,-4.490138
0.000242,0,0.000242,-4.588773
0.000246,0,0.000246,-4.677220
0.000250,0,0.000250,-4.755283
0.000254,0,0.000254,-4.822787
0.000258,0,0.000258,-4.879584
0.000262,0,0.000262,-4.925547
0.000267,0,0.000267,-4.960574
0.000271,0,0.000271,-4.984587
0.000275,0,0.000275,-4.997533
0.000279,0,0.000279,-4.999383
0.000283,0,0.000283,-4.990134
0.000288,0,0.000288,-4.969805
0.000292,0,0.000292,-4.938442
0.000296,0,0.000296,-4.896114
0.000300,0,0.000300,-4.842916
0.000304,0,0.000304,-4.778965
0.000308,0,0.000308,-4.704404
0.000312,0,0.000312,-4.619398
0.000317,0,0.000317,-4.524135
0.000321,0,0.000321,-4.418828
0.000325,0,0.000325,-4.303710
0.000329,0,0.000329,-4.179036
0.000333,0,0.000333,-4.045085
0.000338,0,0.000338,-3.902152
0.000342,0,0.000342,-3.750555
0.000346,0,0.000346,-3.590631
0.000350,0,0.000350,-3.422734
0.000354,0,0.000354,-3.247241
0.000358,0,0.000358,-3.064534
0.000362,0,0.000362,-2.875027
0.000367,0,0.000367,-2.679133
0.000371,0,0.000371,-2.477294
0.000375,0,0.000375,-2.269952
0.000379,0,0.000379,-2.057572
0.000383,0,0.000383,-1.840623
0.000388,0,0.000388,-1.619587
